User_ID,Age_Group,Gender,Openness,Conscientiousness,Extraversion,Agreeableness,Emotional_Stability,Lighting_Level,Temperature,Acoustic_Level,Layout_Adaptability,Space_Utilization,Movement_Pattern,Emotional_Feedback,Comfort_Level,Engagement_Level,Sentiment_Category,Predicted_Behavior
U1559,41-60,Female,0.87,0.58,0.34,0.22,0.57,284.0,18.9,65.5,5,25.4,3,-0.67,8,5,Unhappy,Relaxing
U1560,61+,Female,0.64,0.79,0.6,0.27,0.49,321.6,29.5,41.5,1,40.2,2,-0.17,7,4,Neutral,Working
U1561,26-40,Female,0.33,0.22,0.85,0.88,0.42,939.7,20.9,50.7,3,64.3,3,-0.26,3,6,Unhappy,Socializing
U1562,18-25,Male,0.27,0.46,0.3,0.86,0.41,780.1,18.1,31.6,0,51.8,3,-0.16,3,4,Neutral,Working
U1563,41-60,Male,0.77,0.37,0.88,0.34,0.41,810.7,23.2,36.8,3,9.6,1,-0.59,7,10,Unhappy,Relaxing
U1564,18-25,Female,0.61,0.51,0.86,0.31,0.82,194.3,22.3,46.0,6,99.4,2,-0.7,2,3,Unhappy,Socializing
U1565,41-60,Male,0.63,0.25,0.82,0.37,0.71,852.7,24.5,47.1,7,75.3,2,0.02,5,4,Neutral,Relaxing
U1566,26-40,Male,0.75,0.87,0.35,0.56,0.67,467.4,27.6,75.0,1,43.8,2,0.86,7,10,Happy,Working
U1567,26-40,Female,0.69,0.36,0.64,0.6,0.76,336.5,28.1,67.1,2,61.8,2,-0.22,6,6,Unhappy,Exploring
U1568,18-25,Female,0.78,0.85,0.73,0.36,0.38,618.2,22.8,78.6,0,8.8,4,-0.91,10,10,Unhappy,Exploring
U1569,26-40,Female,0.24,0.5,0.89,0.73,0.63,840.0,23.2,60.0,6,49.5,3,0.41,7,5,Happy,Socializing
U1570,26-40,Male,0.72,0.89,0.33,0.42,0.52,800.8,19.8,42.1,3,93.1,4,-0.42,2,9,Unhappy,Relaxing
U1571,26-40,Female,0.8,0.59,0.74,0.85,0.75,901.0,18.6,46.4,10,89.7,1,-0.51,7,9,Unhappy,Exploring
U1572,18-25,Male,0.4,0.85,0.44,0.66,0.42,935.3,25.7,46.0,9,33.7,1,-0.35,2,10,Unhappy,Exploring
U1573,41-60,Male,0.65,0.2,0.32,0.51,0.65,314.3,18.8,46.3,7,53.1,1,0.45,7,8,Happy,Socializing
U1574,41-60,Female,0.42,0.72,0.49,0.75,0.82,481.5,26.8,63.6,4,69.7,2,0.64,8,9,Happy,Socializing
U1575,18-25,Male,0.87,0.83,0.76,0.77,0.48,113.2,24.5,56.5,8,34.0,2,0.18,10,1,Neutral,Relaxing
U1576,18-25,Male,0.22,0.3,0.53,0.4,0.25,891.4,20.4,49.3,5,6.5,3,-0.36,8,6,Unhappy,Exploring
U1577,18-25,Male,0.61,0.27,0.58,0.44,0.56,239.1,24.5,37.5,10,50.5,2,-0.38,5,0,Unhappy,Relaxing
U1578,26-40,Female,0.32,0.5,0.9,0.86,0.44,875.3,20.2,31.1,9,60.2,4,-0.75,7,7,Unhappy,Relaxing
U1579,26-40,Female,0.7,0.85,0.48,0.32,0.67,396.4,23.3,40.9,1,0.6,4,0.87,8,3,Happy,Socializing
U1580,26-40,Female,0.32,0.58,0.63,0.23,0.87,431.3,27.6,35.4,0,9.6,1,0.28,4,7,Happy,Relaxing
U1581,18-25,Female,0.36,0.57,0.46,0.52,0.54,135.2,23.5,69.3,0,20.7,4,-0.95,2,7,Unhappy,Working
U1582,26-40,Male,0.55,0.3,0.47,0.76,0.53,394.2,19.8,35.6,8,34.8,2,0.32,7,3,Happy,Relaxing
U1583,26-40,Male,0.84,0.2,0.69,0.74,0.66,899.5,26.7,66.2,0,54.1,2,-0.11,1,3,Neutral,Exploring
U1584,26-40,Male,0.35,0.77,0.86,0.84,0.27,123.0,20.2,49.3,2,29.4,3,0.95,2,4,Happy,Relaxing
U1585,61+,Male,0.3,0.26,0.58,0.57,0.38,465.7,26.9,33.7,1,27.6,1,0.64,10,6,Happy,Working
U1586,18-25,Female,0.73,0.64,0.74,0.27,0.84,128.3,23.8,70.6,3,86.9,4,-0.66,7,5,Unhappy,Working
U1587,26-40,Female,0.55,0.84,0.26,0.61,0.67,433.8,23.4,59.0,0,14.5,3,0.44,10,0,Happy,Exploring
U1588,26-40,Male,0.84,0.35,0.35,0.74,0.21,255.4,28.2,41.8,0,49.5,4,-0.03,1,5,Neutral,Exploring
U1589,26-40,Male,0.3,0.67,0.55,0.27,0.34,327.0,26.5,74.7,3,95.3,4,-0.63,7,2,Unhappy,Relaxing
U1590,41-60,Male,0.65,0.26,0.21,0.32,0.68,889.8,18.4,32.3,3,62.5,2,0.4,5,8,Happy,Working
U1591,26-40,Male,0.36,0.62,0.38,0.21,0.74,492.4,21.6,40.1,6,71.7,1,0.09,3,2,Neutral,Working
U1592,61+,Female,0.31,0.31,0.56,0.62,0.79,346.4,28.5,67.6,7,43.1,1,-0.94,2,8,Unhappy,Relaxing
U1593,18-25,Male,0.68,0.72,0.21,0.82,0.4,630.4,18.2,65.5,7,2.0,2,0.29,7,4,Happy,Exploring
U1594,18-25,Male,0.62,0.41,0.39,0.67,0.85,227.9,24.5,44.5,7,64.6,1,0.27,9,9,Happy,Working
U1595,41-60,Female,0.73,0.52,0.56,0.89,0.59,333.5,26.7,33.1,8,63.2,3,-0.71,9,7,Unhappy,Relaxing
U1596,26-40,Male,0.42,0.62,0.6,0.24,0.69,591.6,25.5,72.9,0,11.0,2,-0.3,10,8,Unhappy,Exploring
U1597,18-25,Female,0.51,0.32,0.85,0.83,0.62,313.8,27.1,45.7,8,46.2,4,0.17,10,8,Neutral,Relaxing
U1598,18-25,Male,0.48,0.72,0.65,0.77,0.29,711.2,26.7,39.8,9,91.5,3,-0.72,8,6,Unhappy,Exploring
U1599,18-25,Female,0.89,0.41,0.49,0.42,0.87,542.3,26.3,55.8,7,20.5,1,0.71,2,9,Happy,Exploring
U1600,41-60,Other,0.4,0.66,0.85,0.88,0.29,794.8,27.9,75.5,0,46.1,2,-0.95,1,0,Unhappy,Working
U1601,18-25,Female,0.41,0.31,0.75,0.4,0.38,953.4,25.7,32.2,6,46.1,2,-0.79,8,7,Unhappy,Socializing
U1602,26-40,Male,0.45,0.68,0.34,0.82,0.77,204.2,22.8,68.3,8,81.1,2,-0.77,2,6,Unhappy,Working
U1603,18-25,Female,0.6,0.29,0.29,0.82,0.63,401.2,23.7,58.6,3,82.5,2,0.06,4,3,Neutral,Relaxing
U1604,26-40,Male,0.38,0.5,0.67,0.73,0.79,387.6,26.6,51.3,8,75.9,1,0.24,4,5,Happy,Exploring
U1605,18-25,Male,0.84,0.37,0.59,0.59,0.56,236.1,28.5,67.2,0,36.5,3,-0.19,2,9,Neutral,Working
U1606,26-40,Male,0.39,0.72,0.75,0.28,0.46,829.3,21.3,78.3,8,7.2,2,-0.42,4,1,Unhappy,Exploring
U1607,18-25,Male,0.83,0.38,0.72,0.57,0.85,783.9,22.1,41.5,5,34.9,3,0.62,7,3,Happy,Working
U1608,41-60,Female,0.27,0.82,0.64,0.45,0.23,536.0,29.2,37.2,3,68.0,3,-0.86,6,7,Unhappy,Relaxing
U1609,18-25,Female,0.66,0.82,0.89,0.75,0.8,584.0,24.9,75.6,4,70.3,1,-0.44,10,3,Unhappy,Relaxing
U1610,26-40,Female,0.83,0.34,0.57,0.73,0.36,153.6,20.1,63.4,6,96.5,1,-0.92,6,9,Unhappy,Relaxing
U1611,41-60,Female,0.32,0.63,0.28,0.84,0.79,600.0,26.0,51.9,9,45.4,3,-0.97,4,3,Unhappy,Working
U1612,26-40,Female,0.88,0.26,0.78,0.21,0.3,812.2,29.9,58.7,3,63.2,4,-0.29,2,3,Unhappy,Socializing
U1613,26-40,Male,0.52,0.47,0.38,0.77,0.61,616.4,27.9,67.3,7,53.9,2,-0.61,5,9,Unhappy,Relaxing
U1614,26-40,Male,0.86,0.7,0.74,0.86,0.82,338.8,26.9,68.7,2,15.1,2,-0.46,3,8,Unhappy,Working
U1615,26-40,Female,0.67,0.66,0.87,0.75,0.53,700.8,20.5,76.0,1,46.1,1,0.64,3,10,Happy,Socializing
U1616,26-40,Male,0.41,0.64,0.69,0.29,0.72,425.3,28.5,51.3,0,54.5,2,-0.67,4,1,Unhappy,Working
U1617,61+,Female,0.33,0.4,0.62,0.26,0.76,590.4,24.3,44.7,5,95.1,2,0.56,5,6,Happy,Working
U1618,26-40,Male,0.41,0.46,0.52,0.21,0.72,538.8,28.7,62.0,1,36.7,2,0.35,2,2,Happy,Relaxing
U1619,26-40,Male,0.27,0.27,0.46,0.64,0.85,443.1,22.0,50.8,7,98.0,3,-0.35,6,3,Unhappy,Socializing
U1620,41-60,Male,0.3,0.7,0.45,0.64,0.51,747.0,18.7,59.7,10,54.2,2,0.09,6,0,Neutral,Working
U1621,26-40,Male,0.27,0.55,0.65,0.89,0.32,895.5,23.7,51.0,9,24.2,1,-0.11,8,2,Neutral,Working
U1622,18-25,Male,0.5,0.7,0.73,0.48,0.23,104.7,21.2,37.6,3,19.2,2,-0.74,2,1,Unhappy,Working
U1623,26-40,Female,0.76,0.37,0.67,0.43,0.37,940.3,26.6,53.5,8,14.2,4,0.81,8,9,Happy,Working
U1624,61+,Male,0.3,0.43,0.34,0.64,0.3,560.4,29.5,64.5,3,45.3,2,0.14,8,6,Neutral,Relaxing
U1625,18-25,Female,0.29,0.43,0.55,0.78,0.59,730.7,26.3,70.0,3,2.2,4,0.76,4,5,Happy,Working
U1626,26-40,Male,0.65,0.22,0.75,0.86,0.33,870.1,28.6,54.7,7,44.5,2,0.65,7,0,Happy,Socializing
U1627,18-25,Male,0.34,0.44,0.53,0.76,0.23,520.4,23.4,38.3,7,98.8,2,-0.84,7,10,Unhappy,Exploring
U1628,26-40,Male,0.27,0.76,0.58,0.5,0.23,851.5,27.3,50.7,4,67.0,1,-0.59,1,7,Unhappy,Socializing
U1629,18-25,Female,0.32,0.83,0.74,0.64,0.78,259.9,28.1,69.3,2,76.0,3,-0.71,1,8,Unhappy,Working
U1630,26-40,Male,0.85,0.56,0.66,0.8,0.61,243.3,26.5,50.6,1,11.9,2,0.66,8,0,Happy,Working
U1631,41-60,Female,0.78,0.52,0.49,0.54,0.45,691.7,24.1,64.8,8,47.3,3,0.72,1,4,Happy,Socializing
U1632,26-40,Male,0.45,0.22,0.83,0.35,0.83,883.1,25.5,55.4,8,28.6,3,0.06,3,6,Neutral,Exploring
U1633,26-40,Female,0.66,0.82,0.31,0.32,0.25,903.2,26.4,42.1,4,89.4,3,-0.79,6,1,Unhappy,Relaxing
U1634,41-60,Male,0.58,0.21,0.9,0.2,0.89,679.4,21.0,69.8,7,18.1,1,-0.73,8,5,Unhappy,Exploring
U1635,61+,Female,0.67,0.86,0.28,0.7,0.63,572.9,27.7,34.2,6,45.9,3,0.63,5,7,Happy,Exploring
U1636,18-25,Female,0.68,0.54,0.21,0.28,0.33,398.3,29.4,56.2,2,58.8,2,0.86,5,7,Happy,Exploring
U1637,26-40,Female,0.64,0.44,0.82,0.37,0.68,982.0,23.6,40.4,4,51.4,2,-0.6,4,9,Unhappy,Socializing
U1638,18-25,Male,0.39,0.85,0.37,0.41,0.73,387.7,26.4,33.4,8,83.0,2,-0.98,4,9,Unhappy,Exploring
U1639,61+,Male,0.23,0.22,0.71,0.59,0.5,769.8,26.8,55.1,3,23.1,3,-0.34,7,7,Unhappy,Relaxing
U1640,61+,Male,0.52,0.61,0.77,0.48,0.8,578.8,25.9,55.0,2,37.7,1,-0.94,6,5,Unhappy,Working
U1641,26-40,Female,0.82,0.58,0.8,0.67,0.31,647.7,24.6,65.3,6,79.2,2,0.66,8,5,Happy,Socializing
U1642,41-60,Female,0.6,0.35,0.89,0.24,0.4,454.1,28.6,67.2,7,52.8,2,-0.02,6,10,Neutral,Socializing
U1643,26-40,Female,0.78,0.5,0.41,0.29,0.27,968.3,23.4,66.4,4,40.2,2,0.28,10,2,Happy,Exploring
U1644,26-40,Male,0.89,0.66,0.7,0.55,0.35,614.5,18.7,50.5,7,2.9,1,-0.18,7,1,Neutral,Working
U1645,18-25,Male,0.31,0.71,0.28,0.44,0.37,944.0,28.1,61.6,4,75.3,1,-0.31,10,4,Unhappy,Working
U1646,41-60,Male,0.68,0.2,0.48,0.41,0.84,106.8,26.1,58.8,8,97.2,1,-0.56,10,8,Unhappy,Working
U1647,18-25,Female,0.67,0.86,0.79,0.25,0.25,615.4,28.2,51.1,6,62.0,2,0.54,5,3,Happy,Socializing
U1648,41-60,Female,0.89,0.32,0.46,0.83,0.5,745.5,19.7,59.9,4,85.7,4,0.39,6,4,Happy,Relaxing
U1649,41-60,Female,0.89,0.36,0.61,0.68,0.57,770.6,18.4,77.4,8,51.7,1,-0.28,1,5,Unhappy,Working
U1650,41-60,Male,0.68,0.38,0.55,0.29,0.83,914.5,29.2,39.6,4,23.2,2,-0.36,3,10,Unhappy,Socializing
U1651,18-25,Female,0.37,0.23,0.65,0.25,0.9,104.0,19.8,75.3,7,1.4,2,-1.0,8,5,Unhappy,Exploring
U1652,26-40,Female,0.76,0.29,0.88,0.88,0.73,100.3,27.7,32.7,3,65.3,3,-0.87,3,3,Unhappy,Working
U1653,18-25,Male,0.27,0.89,0.24,0.68,0.88,525.0,27.9,45.4,8,49.3,1,0.25,1,3,Happy,Exploring
U1654,26-40,Female,0.75,0.42,0.6,0.49,0.75,126.4,26.5,44.4,5,78.2,1,0.03,3,7,Neutral,Working
U1655,18-25,Female,0.84,0.28,0.8,0.69,0.87,977.1,19.6,61.3,5,69.5,1,-0.13,4,4,Neutral,Exploring
U1656,61+,Female,0.47,0.27,0.54,0.73,0.7,299.9,26.0,36.6,2,98.8,4,0.66,8,10,Happy,Socializing
U1657,26-40,Female,0.64,0.7,0.25,0.75,0.26,525.4,28.7,74.1,2,51.0,2,0.01,9,4,Neutral,Exploring
U1658,26-40,Male,0.5,0.8,0.59,0.53,0.48,155.0,23.1,71.4,3,42.7,1,-0.23,4,8,Unhappy,Socializing
U1659,26-40,Male,0.51,0.38,0.43,0.5,0.65,569.8,23.0,62.6,0,28.7,2,-0.68,7,3,Unhappy,Exploring
U1660,26-40,Female,0.42,0.21,0.31,0.21,0.45,442.0,23.3,52.9,5,47.7,1,0.64,1,6,Happy,Exploring
U1661,26-40,Male,0.73,0.36,0.79,0.85,0.39,140.2,19.0,76.6,0,87.3,1,0.15,9,4,Neutral,Exploring
U1662,26-40,Female,0.86,0.24,0.57,0.62,0.6,401.6,28.7,71.5,10,4.2,3,-0.82,4,8,Unhappy,Working
U1663,61+,Female,0.86,0.27,0.85,0.34,0.85,452.3,28.4,55.0,3,97.8,2,0.3,9,7,Happy,Relaxing
U1664,26-40,Female,0.32,0.5,0.76,0.84,0.22,990.9,30.0,65.1,6,99.3,3,-0.15,3,7,Neutral,Relaxing
U1665,61+,Other,0.81,0.36,0.69,0.84,0.74,287.1,25.0,58.3,5,59.8,2,0.62,5,9,Happy,Working
U1666,41-60,Male,0.72,0.56,0.2,0.89,0.71,590.3,27.0,59.4,7,33.2,2,0.84,1,9,Happy,Exploring
U1667,18-25,Male,0.38,0.38,0.5,0.81,0.87,988.6,20.4,46.5,3,22.3,2,0.2,3,2,Neutral,Exploring
U1668,61+,Male,0.25,0.86,0.34,0.9,0.85,812.8,26.0,53.1,8,27.6,2,0.46,5,8,Happy,Working
U1669,18-25,Male,0.39,0.83,0.84,0.37,0.73,994.0,25.8,33.9,9,5.0,3,-0.89,6,7,Unhappy,Socializing
U1670,41-60,Male,0.84,0.6,0.32,0.79,0.56,971.5,28.8,47.9,7,47.5,1,0.12,8,2,Neutral,Socializing
U1671,26-40,Male,0.64,0.45,0.4,0.78,0.34,540.6,28.0,64.8,4,5.7,3,0.51,1,9,Happy,Working
U1672,41-60,Female,0.7,0.47,0.56,0.36,0.58,726.7,29.3,77.7,5,71.8,4,-0.01,3,0,Neutral,Relaxing
U1673,41-60,Female,0.38,0.49,0.38,0.27,0.74,199.4,28.4,78.2,4,37.2,1,0.19,1,4,Neutral,Socializing
U1674,41-60,Male,0.7,0.71,0.35,0.89,0.83,497.0,28.4,57.8,5,19.9,4,0.8,5,3,Happy,Working
U1675,41-60,Male,0.22,0.52,0.62,0.41,0.75,828.1,18.8,60.3,0,54.5,1,-0.6,8,7,Unhappy,Socializing
U1676,26-40,Female,0.46,0.8,0.26,0.81,0.34,554.8,28.2,39.3,3,97.4,2,-0.8,4,5,Unhappy,Working
U1677,18-25,Male,0.64,0.86,0.24,0.2,0.62,732.4,25.3,64.8,8,69.5,3,0.38,9,9,Happy,Socializing
U1678,26-40,Male,0.3,0.44,0.46,0.21,0.43,771.2,22.6,33.5,3,49.2,2,0.65,6,4,Happy,Socializing
U1679,18-25,Male,0.78,0.59,0.7,0.53,0.21,328.1,18.7,44.2,1,77.7,1,0.7,6,8,Happy,Working
U1680,26-40,Female,0.36,0.27,0.59,0.37,0.34,888.1,26.1,63.4,5,73.7,3,0.28,5,5,Happy,Relaxing
U1681,26-40,Male,0.66,0.34,0.5,0.68,0.28,513.8,21.9,45.5,1,89.2,4,0.67,10,10,Happy,Relaxing
U1682,61+,Female,0.48,0.49,0.6,0.6,0.79,289.2,23.6,32.5,2,20.5,1,0.4,5,10,Happy,Socializing
U1683,26-40,Male,0.62,0.34,0.46,0.25,0.38,878.9,26.2,71.6,6,85.9,4,-0.83,7,10,Unhappy,Socializing
U1684,41-60,Female,0.28,0.81,0.86,0.31,0.4,476.0,28.9,45.5,3,30.1,2,0.52,8,10,Happy,Relaxing
U1685,18-25,Male,0.21,0.31,0.24,0.47,0.87,775.3,27.9,33.2,0,94.1,4,-0.64,7,2,Unhappy,Working
U1686,41-60,Male,0.84,0.52,0.67,0.33,0.47,593.2,23.4,33.7,8,28.1,1,-0.53,1,5,Unhappy,Exploring
U1687,61+,Female,0.39,0.62,0.82,0.75,0.21,443.7,22.7,42.6,5,92.7,3,-0.21,1,10,Unhappy,Socializing
U1688,26-40,Female,0.77,0.68,0.76,0.49,0.4,828.9,20.9,38.9,8,96.4,1,-0.37,10,3,Unhappy,Exploring
U1689,26-40,Female,0.9,0.47,0.33,0.27,0.28,626.0,22.5,68.7,2,14.5,4,-0.36,6,4,Unhappy,Socializing
U1690,41-60,Female,0.35,0.81,0.41,0.54,0.27,451.5,19.3,46.1,4,97.4,3,-0.66,3,5,Unhappy,Relaxing
U1691,18-25,Female,0.39,0.6,0.7,0.26,0.25,198.6,29.7,70.2,8,8.6,2,-0.41,9,8,Unhappy,Working
U1692,26-40,Female,0.66,0.51,0.26,0.29,0.62,905.9,24.9,38.7,5,21.9,1,-0.96,7,2,Unhappy,Socializing
U1693,26-40,Female,0.88,0.25,0.77,0.37,0.33,131.9,19.5,54.6,1,44.4,3,-0.05,2,0,Neutral,Exploring
U1694,18-25,Male,0.84,0.53,0.7,0.8,0.45,876.9,22.2,64.4,0,99.4,3,0.54,3,1,Happy,Relaxing
U1695,26-40,Male,0.55,0.77,0.71,0.85,0.8,424.0,24.6,62.6,8,48.9,2,0.72,8,7,Happy,Socializing
U1696,18-25,Male,0.76,0.63,0.27,0.78,0.5,675.4,24.4,60.1,0,55.0,2,0.64,1,3,Happy,Working
U1697,18-25,Female,0.3,0.78,0.7,0.43,0.84,930.0,18.4,76.2,4,69.4,3,-0.17,5,6,Neutral,Socializing
U1698,18-25,Male,0.88,0.55,0.68,0.39,0.55,236.5,29.4,41.4,0,96.8,2,0.46,10,1,Happy,Working
U1699,61+,Male,0.88,0.28,0.78,0.58,0.48,610.3,21.3,54.7,4,78.3,1,-0.42,1,10,Unhappy,Working
U1700,26-40,Female,0.31,0.21,0.23,0.71,0.73,788.0,18.2,74.2,4,22.4,4,-0.89,9,9,Unhappy,Relaxing
U1701,61+,Female,0.41,0.41,0.22,0.9,0.25,781.8,18.9,33.9,6,30.3,2,0.35,7,7,Happy,Socializing
U1702,26-40,Female,0.27,0.69,0.46,0.29,0.26,573.1,25.0,32.8,6,9.8,2,0.3,5,9,Happy,Working
U1703,26-40,Male,0.39,0.75,0.3,0.23,0.66,662.3,19.7,41.7,10,64.4,1,0.6,6,8,Happy,Relaxing
U1704,26-40,Female,0.77,0.41,0.59,0.69,0.54,781.8,18.5,61.7,9,18.1,4,0.23,3,6,Happy,Socializing
U1705,26-40,Male,0.46,0.55,0.84,0.78,0.75,856.9,22.6,43.0,0,25.7,1,-0.69,3,9,Unhappy,Working
U1706,18-25,Male,0.26,0.49,0.47,0.79,0.84,785.6,25.5,39.5,8,88.8,3,0.71,7,10,Happy,Relaxing
U1707,26-40,Male,0.44,0.49,0.79,0.67,0.47,418.6,19.3,52.9,0,32.7,4,0.25,7,0,Happy,Socializing
U1708,18-25,Male,0.89,0.36,0.2,0.87,0.62,997.1,21.8,60.7,4,56.7,1,0.62,7,1,Happy,Working
U1709,26-40,Male,0.64,0.3,0.32,0.56,0.55,491.1,23.0,42.4,6,39.8,3,0.55,2,8,Happy,Relaxing
U1710,26-40,Female,0.49,0.34,0.22,0.84,0.89,122.0,19.9,45.0,7,7.4,2,-0.4,2,9,Unhappy,Relaxing
U1711,18-25,Male,0.32,0.24,0.43,0.88,0.78,426.4,24.1,60.7,1,36.3,3,-0.85,5,6,Unhappy,Socializing
U1712,18-25,Female,0.89,0.34,0.84,0.79,0.84,215.0,19.0,77.3,0,40.8,2,-0.65,4,10,Unhappy,Relaxing
U1713,41-60,Female,0.77,0.21,0.27,0.42,0.38,209.3,18.6,63.7,3,89.6,3,-0.81,7,2,Unhappy,Socializing
U1714,26-40,Male,0.4,0.64,0.62,0.34,0.74,353.4,24.2,69.1,3,32.4,2,-0.51,3,4,Unhappy,Socializing
U1715,18-25,Female,0.25,0.42,0.52,0.58,0.39,148.0,21.0,48.3,9,37.9,1,-0.08,5,0,Neutral,Working
U1716,61+,Male,0.24,0.88,0.86,0.52,0.35,719.7,19.1,43.6,5,78.3,4,0.81,2,9,Happy,Socializing
U1717,18-25,Female,0.28,0.34,0.29,0.81,0.86,166.6,23.1,52.7,0,75.9,1,0.74,1,2,Happy,Relaxing
U1718,26-40,Male,0.61,0.44,0.35,0.27,0.21,283.0,29.0,70.4,0,79.8,3,0.44,9,10,Happy,Socializing
U1719,61+,Male,0.85,0.45,0.22,0.38,0.88,183.6,26.7,52.8,2,95.4,1,-0.95,4,3,Unhappy,Working
U1720,18-25,Male,0.55,0.21,0.5,0.73,0.3,156.9,27.8,72.3,4,79.6,2,-0.32,8,3,Unhappy,Relaxing
U1721,18-25,Female,0.79,0.79,0.39,0.27,0.77,341.0,28.5,79.4,5,40.8,3,0.36,7,6,Happy,Working
U1722,18-25,Female,0.51,0.22,0.81,0.42,0.39,614.7,29.7,33.6,4,82.2,1,-0.74,1,4,Unhappy,Exploring
U1723,26-40,Male,0.7,0.86,0.62,0.47,0.45,968.2,27.2,32.3,4,50.9,4,0.6,10,8,Happy,Working
U1724,18-25,Female,0.71,0.82,0.63,0.64,0.35,888.0,25.3,37.5,8,27.8,2,0.83,7,6,Happy,Exploring
U1725,26-40,Female,0.32,0.57,0.57,0.31,0.61,888.3,22.4,49.2,1,30.3,2,-0.29,2,1,Unhappy,Exploring
U1726,18-25,Female,0.45,0.58,0.26,0.8,0.44,258.5,20.2,36.6,0,22.4,3,0.41,3,10,Happy,Socializing
U1727,26-40,Female,0.65,0.66,0.51,0.51,0.66,338.4,26.2,73.5,5,14.5,2,-0.7,1,10,Unhappy,Relaxing
U1728,61+,Female,0.25,0.47,0.9,0.84,0.21,168.8,29.9,31.2,8,18.4,2,0.38,7,7,Happy,Socializing
U1729,41-60,Female,0.45,0.65,0.78,0.53,0.25,800.6,23.6,45.8,6,6.3,3,-0.96,3,10,Unhappy,Relaxing
U1730,26-40,Female,0.57,0.23,0.83,0.39,0.27,162.8,26.7,39.2,7,88.8,2,-0.7,6,1,Unhappy,Working
U1731,26-40,Male,0.9,0.24,0.78,0.3,0.49,601.0,23.9,76.6,4,93.1,1,0.42,7,6,Happy,Exploring
U1732,26-40,Male,0.53,0.52,0.27,0.2,0.77,323.1,23.2,63.5,9,58.7,3,0.42,3,4,Happy,Exploring
U1733,26-40,Male,0.77,0.58,0.36,0.57,0.82,319.1,22.9,75.6,3,84.0,3,0.28,2,9,Happy,Exploring
U1734,26-40,Female,0.5,0.82,0.2,0.28,0.37,991.7,24.1,78.6,5,18.4,2,-0.05,9,5,Neutral,Working
U1735,18-25,Female,0.76,0.27,0.41,0.47,0.6,781.1,22.4,54.9,2,90.2,2,0.35,9,10,Happy,Working
U1736,41-60,Male,0.62,0.78,0.28,0.61,0.74,853.2,27.0,41.7,0,50.6,3,0.55,7,3,Happy,Socializing
U1737,26-40,Female,0.82,0.35,0.53,0.39,0.4,614.8,28.5,39.7,10,6.7,2,0.93,5,4,Happy,Socializing
U1738,18-25,Male,0.49,0.48,0.67,0.32,0.49,883.9,28.6,41.1,3,14.1,2,0.78,4,4,Happy,Relaxing
U1739,26-40,Male,0.62,0.42,0.81,0.74,0.57,680.9,20.7,65.4,8,30.9,4,0.59,4,6,Happy,Relaxing
U1740,26-40,Other,0.64,0.48,0.72,0.86,0.29,951.6,28.8,32.0,3,4.4,1,0.39,1,10,Happy,Exploring
U1741,41-60,Male,0.49,0.31,0.86,0.27,0.22,353.2,22.1,32.6,0,30.9,2,0.15,4,3,Neutral,Working
U1742,41-60,Male,0.3,0.55,0.24,0.31,0.31,635.8,21.7,60.4,3,6.0,4,-0.76,7,4,Unhappy,Working
U1743,41-60,Female,0.27,0.76,0.21,0.87,0.64,721.1,26.7,62.1,6,23.6,3,-0.67,5,3,Unhappy,Socializing
U1744,18-25,Female,0.21,0.51,0.66,0.23,0.25,453.6,21.7,63.3,2,26.6,4,0.64,9,3,Happy,Socializing
U1745,26-40,Male,0.81,0.54,0.4,0.88,0.33,891.7,18.6,48.6,9,99.4,2,0.61,4,7,Happy,Relaxing
U1746,26-40,Female,0.37,0.79,0.38,0.2,0.44,981.8,22.5,70.3,5,23.6,2,0.23,3,10,Happy,Relaxing
U1747,18-25,Female,0.35,0.69,0.43,0.81,0.25,544.4,26.7,56.7,0,23.9,4,-0.12,6,4,Neutral,Socializing
U1748,18-25,Male,0.72,0.54,0.39,0.42,0.33,451.6,21.9,35.3,10,68.7,2,-0.95,4,8,Unhappy,Socializing
U1749,41-60,Male,0.42,0.38,0.56,0.86,0.84,524.7,25.6,69.9,3,85.9,3,-0.35,2,4,Unhappy,Working
U1750,18-25,Female,0.55,0.82,0.51,0.42,0.21,867.5,25.9,77.7,2,38.7,1,-0.16,5,7,Neutral,Relaxing
U1751,26-40,Male,0.31,0.6,0.56,0.66,0.66,680.9,26.8,33.0,0,87.6,3,-0.03,4,2,Neutral,Socializing
U1752,18-25,Female,0.87,0.35,0.67,0.26,0.47,140.3,28.8,49.6,2,34.0,2,0.86,5,6,Happy,Socializing
U1753,18-25,Female,0.8,0.39,0.47,0.37,0.67,588.0,23.2,54.4,3,19.7,2,-0.78,9,0,Unhappy,Exploring
U1754,18-25,Other,0.8,0.76,0.38,0.74,0.61,115.6,20.0,37.3,4,33.0,2,0.04,4,4,Neutral,Socializing
U1755,61+,Male,0.48,0.23,0.32,0.57,0.36,800.7,21.8,73.4,5,60.9,3,-0.26,6,1,Unhappy,Socializing
U1756,41-60,Female,0.73,0.89,0.44,0.85,0.79,395.5,23.2,44.2,1,36.7,1,0.98,4,7,Happy,Working
U1757,61+,Male,0.3,0.29,0.72,0.5,0.54,524.8,26.6,69.2,1,67.3,3,0.72,1,5,Happy,Socializing
U1758,26-40,Male,0.21,0.76,0.73,0.81,0.78,818.8,18.2,63.5,5,23.7,2,-0.12,2,4,Neutral,Relaxing
